标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
开口铜鼻子	材质：铜；规格：300A；类型：开口铜鼻子		电气/接线端子	只	开口铜鼻子300A	C	适配线径/孔径缺失，会影响铜鼻子SKU区分
花兰螺丝	规格：M14*200；类型：花兰螺丝		紧固件/拉紧件	只	花兰螺丝M14*200	C	材质/表面处理缺失，会影响花兰螺丝SKU区分
膨胀钩	表面：镀锌；规格：M12*125；类型：膨胀钩		紧固件/膨胀件	只	镀锌膨胀钩M12*125	C	材质/承载能力缺失，会影响膨胀钩SKU区分
螺丝套件	强度等级：8.8；规格：M16*70；表面：镀锌；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M16*70镀锌螺丝带平 弹垫	C	头型/材质/是否含螺母缺失，会影响螺丝套件SKU区分
浮球液位开关	类型：浮球开关；线长：10m		电气/液位控制	只	浮球阀开关带10m线	C	浮球阀开关按浮球液位开关归一；电压/触点容量/介质缺失
不锈钢C式自锁接头套装	材质：不锈钢；类型：C式自锁；型号组合：SM40+PM40		气动液压/快换接头	套	不锈钢C式自锁接头SM40+PM40	C	口径/密封材质缺失，会影响快换接头套装SKU区分
不锈钢快接公头	材质：不锈钢；类型：快接公头；型号：PP20		气动液压/快换接头	只	不锈钢快接公头PP20	C	口径/系列标准缺失，会影响快接公头SKU区分
不锈钢快接公头	材质：不锈钢；类型：快接公头；型号：PP30		气动液压/快换接头	只	不锈钢快接公头PP30	C	口径/系列标准缺失，会影响快接公头SKU区分
不锈钢快接公头	材质：不锈钢；类型：快接公头；型号：PP60		气动液压/快换接头	只	不锈钢快接公头PP60	C	口径/系列标准缺失，会影响快接公头SKU区分
不锈钢快拧外丝直接	材质：不锈钢；类型：快拧外丝直接；型号：PC16-04		气动液压/快拧接头	只	不锈钢快拧外丝直接PC16-04	C	螺纹制式/管径含义缺失，会影响快拧接头SKU区分
螺丝套件	强度等级：8.8；规格：M16*130；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M16*130螺丝带平 弹垫	C	表面处理/材质/头型/是否含螺母缺失，会影响螺丝套件SKU区分
编织袋	规格：大号；类型：编织袋		包装材料/编织袋	条	大编织袋	C	尺寸/承重缺失，无法稳定区分编织袋SKU
麻袋	规格：大号；类型：麻袋		包装材料/麻袋	条	大麻袋	C	尺寸/材质缺失，无法稳定区分麻袋SKU
镀锌外丝直接	表面：镀锌；连接：外丝；规格：4分；类型：直接		管件/镀锌管件	只	镀锌外丝直接4分	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
镀锌内丝弯头	表面：镀锌；连接：内丝；规格：4分；类型：弯头		管件/镀锌管件	只	镀锌内丝弯头4分	C	角度/压力等级缺失，会影响镀锌内丝弯头SKU区分
异形垫片	定制：是；尺寸：330*260*5	原始写法：异性	定制件/密封垫片	个	订做异性垫片330*260*5	C	原始“异性”按异形垫片归一；材质/图纸缺失
不锈钢高压球阀	材质：304不锈钢；规格：2寸；类型：高压球阀		阀门/球阀	只	304不锈钢高压球阀2寸	C	压力等级/连接形式缺失，会影响高压球阀SKU区分
镀锌外丝直接	表面：镀锌；连接：外丝；规格：2寸；长度：150mm；类型：直接		管件/镀锌管件	只	镀锌外丝直接2寸/150mm	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
中性笔	类型：中性笔		办公用品/书写工具	支	中性笔	C	颜色/笔芯规格缺失，无法稳定区分中性笔SKU
对丝接头	螺纹/规格：36*2H；类型：对丝接头		液压/高压管路	只	36*2H对丝接头	C	H含义/材质/压力等级缺失，会影响对丝接头SKU区分
高压弯头	螺纹/规格：36*2；结构：双H；类型：弯头		液压/高压管路	只	36*2双H弯头	C	双H含义/材质/压力等级缺失，会影响高压弯头SKU区分
变径对丝接头	规格：1寸/36*2H；类型：变径对丝		液压/高压管路	只	1寸/36*2H变径对丝接头	C	材质/压力等级缺失，会影响变径对丝接头SKU区分
架子管	长度：6m；类型：架子管		建筑施工耗材/脚手架管	根	架子管6m	C	管径/壁厚/材质缺失，无法稳定区分架子管SKU
冲凿套装	品牌：上匠；件数：12件		工具/冲凿工具	套	上匠冲凿12件套	C	套装规格明细缺失，会影响冲凿套装SKU区分
不锈钢内外丝球阀	材质：304不锈钢；规格：4分；连接：内外丝		阀门/球阀	个	304不锈钢4分内外丝球阀	C	压力等级缺失，会影响球阀SKU区分
不锈钢内外丝球阀	材质：304不锈钢；规格：3分；连接：内外丝		阀门/球阀	个	304不锈钢3分内外丝球阀	C	压力等级缺失，会影响球阀SKU区分
不锈钢内丝球阀	材质：304不锈钢；规格：4分；连接：内丝		阀门/球阀	个	304不锈钢4分内丝球阀	C	压力等级缺失，会影响球阀SKU区分
不锈钢内丝球阀	材质：304不锈钢；规格：3分；连接：内丝		阀门/球阀	个	304不锈钢3分内丝球阀	C	压力等级缺失，会影响球阀SKU区分
不锈钢宝塔球阀	材质：304不锈钢；规格：2分-12mm；连接：宝塔		阀门/球阀	个	304不锈钢2分-12mm宝塔球阀	C	压力等级缺失，会影响宝塔球阀SKU区分
不锈钢直通快插接头	材质：304不锈钢；型号：QS-1/4-12；类型：直通快插		气动液压/快插接头	个	304不锈钢直通快插接头QS-1/4-12	C	螺纹/管径含义缺失，会影响快插接头SKU区分
不锈钢直通快插接头	材质：304不锈钢；型号：QS-1/4-10；类型：直通快插		气动液压/快插接头	个	304不锈钢直通快插接头QS-1/4-10	C	螺纹/管径含义缺失，会影响快插接头SKU区分
不锈钢直通快插接头	材质：304不锈钢；型号：QS-1/4-8；类型：直通快插		气动液压/快插接头	个	304不锈钢直通快插接头QS-1/4-8	C	螺纹/管径含义缺失，会影响快插接头SKU区分
自紧钻夹头	品牌：马牌；夹持范围：0.3-16；接口：B18		电动工具/电钻配件	个	马牌自紧钻夹头0.3-16B18	B	适配设备未明，按品牌/夹持范围/接口先建候选
铅笔	规格：2B		办公用品/书写工具	支	2B铅笔	B	品牌缺失，按2B规格先建候选
速凝型堵漏剂	品牌：牛元；特性：速凝型		建材/堵漏材料	箱	牛元速凝型堵漏剂	C	每箱数量/包装重量缺失，会影响堵漏剂按箱采购的SKU区分
不锈钢焊条	材质：不锈钢；直径：Φ2.5		焊接材料/焊条	包	不锈钢焊条Φ2.5	C	牌号/每包重量缺失，会影响焊条SKU区分
7号电池	品牌：南孚；规格：7号		电气/电池	节	南孚电池7号	C	电池类型/容量缺失，会影响电池SKU区分
RVVP屏蔽线	型号：RVVP；规格：3*1.5；特性：屏蔽		电气/电线电缆	米	RVVP屏蔽线3*1.5	C	品牌/电压等级缺失，会影响屏蔽线SKU区分
弹簧式安全阀	结构：弹簧式；公称通径：DN20		阀门/安全阀	只	弹簧式安全阀DN20	C	整定压力/型号/材质缺失，会影响安全阀SKU区分
铜内丝管接	材质：铜；连接：内丝；规格：20		管件/铜管件	只	铜内丝管接20	C	规格20的口径单位/压力等级缺失
焊接弯头	连接：焊接；角度：90度；规格：159		管件/焊接管件	只	焊接90度弯头159	C	材质/壁厚/压力等级缺失，会影响焊接弯头SKU区分
灯座	规格：E27		电气/照明配件	个	E27灯座	C	材质/额定电流缺失，会影响灯座SKU区分
焊管	规格：2寸；长度：3m；类型：焊管		钢材/钢管	根	焊管2寸*3m	C	壁厚/材质/执行标准缺失，会影响焊管SKU区分
螺丝套件	强度等级：8.8；规格：M16*60；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M16*60螺丝带平 弹垫；8.8级M16*60螺丝带平弹垫	C	别名写法合并；材质/头型/是否含螺母缺失
螺丝套件	强度等级：8.8；规格：M20*60；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M20*60螺丝带平 弹垫	C	材质/头型/是否含螺母缺失，会影响螺丝套件SKU区分
潜水泵	电压：220V；功率：370W；出口：1寸		设备/泵	台	潜水泵220V/370W-1寸出口	C	扬程/流量/品牌缺失，会影响潜水泵SKU区分
不锈钢单向阀	材质：304不锈钢；公称通径：DN50		阀门/单向阀	只	304不锈钢单向阀DN50	C	压力等级/连接形式缺失，会影响单向阀SKU区分
内六角螺丝套件	材质：不锈钢；头型：内六角；规格：M5*30；套件组成：平垫+弹垫		紧固件/螺丝套件	套	不锈钢内六角螺丝M5*30带平弹垫	C	不锈钢牌号/是否含螺母缺失，会影响螺丝套件SKU区分
内六角螺丝套件	材质：不锈钢；头型：内六角；规格：M5*10；套件组成：平垫+弹垫		紧固件/螺丝套件	套	不锈钢内六角螺丝M5*10带平弹垫	C	不锈钢牌号/是否含螺母缺失，会影响螺丝套件SKU区分
内六角螺丝套件	材质：不锈钢；头型：内六角；规格：M5*16；套件组成：平垫+弹垫		紧固件/螺丝套件	套	不锈钢内六角螺丝M5*16带平弹垫	C	不锈钢牌号/是否含螺母缺失，会影响螺丝套件SKU区分
不锈钢螺母	材质：不锈钢；规格：M5		紧固件/螺母	只	不锈钢M5螺母	C	不锈钢牌号/牙距缺失，会影响螺母SKU区分
不锈钢螺丝套件	材质：不锈钢；规格：M6*20；套件组成：平垫+弹垫		紧固件/螺丝套件	套	不锈钢M6*20螺丝带平弹垫	C	头型/不锈钢牌号/是否含螺母缺失，会影响螺丝套件SKU区分
脱漆剂	类型：脱漆剂		化工耗材/脱漆剂	瓶	脱漆剂	C	品牌/容量缺失，无法稳定区分脱漆剂SKU；SDS需补充用于化学品管理
油布	特征：加厚；尺寸：6m*6m		覆盖材料/油布	块	加厚油布6m*6m	C	材质/克重/防水等级缺失，会影响油布SKU区分
全螺纹丝杆	强度等级：10.9；规格：M12*1m；螺纹形式：全牙		紧固件/螺杆	根	10.9级M12*1m全芽丝杆	C	原称“全芽”按全牙归一；材质/表面处理缺失，会影响丝杆SKU区分
五点式安全带	类型：五点式		安全防护/安全带	副	五点式安全带	C	执行标准/承载等级缺失，会影响安全带SKU区分
螺丝套件	强度等级：8.8；规格：M20*200；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M20*200螺丝带平 弹垫	C	材质/头型/是否含螺母缺失，会影响螺丝套件SKU区分
镀锌外丝直接	表面：镀锌；连接：外丝；规格：6分；长度：100mm		管件/镀锌管件	只	镀锌外丝直接6分*100mm	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
不锈钢双外丝变径接头	材质：304不锈钢；连接：双外丝；规格：2寸/1.5寸		管件/不锈钢管件	只	304不锈钢双外丝变径2寸/1.5寸	C	压力等级缺失，会影响变径接头SKU区分
不锈钢双外丝变径接头	材质：304不锈钢；连接：双外丝；规格：1.5寸/1.2寸		管件/不锈钢管件	只	304不锈钢双外丝变径1.5寸/1.2寸	C	压力等级缺失，会影响变径接头SKU区分
泥浆管接头加工件	定制：是；用途：泥浆管；连接：焊接；管径：Φ168		定制件/管路接头	个	加工焊接泥浆管接头Φ168	C	定制管路接头；材质/壁厚/图纸缺失，会影响加工件SKU区分
轴向压力表	类型：轴向；仪表类型：压力表		仪表/压力仪表	只	轴向压力表	C	量程/接口/表径缺失，无法稳定区分压力表SKU
PVC钢丝软管	材质：PVC；结构：钢丝增强；规格：1寸		管材/塑料软管	米	PVC钢丝软管1寸	C	压力等级/壁厚缺失，会影响PVC钢丝软管SKU区分
卡箍	规格：50；类型：卡箍		管夹/卡箍	只	卡箍50	C	材质/适配管径缺失；规格50含义需确认
镀锌外丝直接	表面：镀锌；连接：外丝；规格：1寸；长度：100mm		管件/镀锌管件	只	镀锌外丝直接1寸*100mm	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
镀锌变径接头	表面：镀锌；规格：1寸/6分；类型：大小头/变径		管件/镀锌管件	只	镀锌大小头1寸/6分	C	连接形式/压力等级缺失，会影响镀锌变径接头SKU区分
不锈钢外丝变径接头	材质：304不锈钢；连接：外丝；规格：6分/4分		管件/不锈钢管件	只	304不锈钢外丝变径6分/4分	C	压力等级缺失，会影响变径接头SKU区分
防护罩加工件	定制：是；尺寸：1.2m*2.7m*0.8m		定制件/防护罩	件	加工防护罩1.2米*2.7米*0.8米	C	定制防护罩；材质/图纸/用途缺失，会影响加工件SKU区分
橡胶垫片	材质：橡胶；规格：50		密封件/垫片	个	橡胶垫片50	C	内径/外径/厚度缺失；规格50含义需确认
螺纹锁固胶	品牌：乐泰；型号：243		胶粘剂/螺纹锁固胶	瓶	乐泰243胶水	B	容量/包装单位需确认，按品牌型号先建候选
发泡胶	类型：发泡胶		胶粘剂/发泡胶	瓶	发泡胶	C	品牌/容量/阻燃等级缺失，无法稳定区分发泡胶SKU
复合吸油棉	材质/类型：复合；尺寸：400*500*5		清洁耗材/吸油棉	张	复合吸油棉400*500*5	C	尺寸单位未明；吸油量/材质等级缺失，会影响吸油棉SKU区分
PVC管加工件	定制：是；材质：PVC；直径：Φ200；长度：1.5m		定制件/塑料管加工件	根	加工PVC管Φ200*1.5m	C	定制PVC管；壁厚/用途/图纸缺失，会影响加工件SKU区分
PVC直接	材质：PVC；直径：Φ200；类型：直接		管件/PVC管件	只	PVC管Φ200直接	C	压力等级/连接方式缺失，会影响PVC直接SKU区分
PVC胶水	用途：PVC粘接		胶粘剂/PVC胶水	瓶	PVC胶水	C	与同类PVC胶水可合并；品牌/容量缺失，无法稳定区分SKU
膨胀螺丝	规格：Φ10		紧固件/膨胀螺丝	支	膨胀螺丝Φ10	C	长度/材质缺失，会影响膨胀螺丝SKU区分
镀锌骑马卡	表面：镀锌；规格：Φ200；类型：骑马卡		管夹/管路固定件	个	镀锌骑马卡Φ200	C	材质/孔距缺失，会影响骑马卡SKU区分
不锈钢排气阀	材质：不锈钢；特征：大帽		阀门/排气阀	只	不锈钢大帽排气阀	C	规格/压力等级缺失，无法稳定区分排气阀SKU
自攻螺丝	规格：M4		紧固件/自攻螺丝	只	自攻螺丝M4	C	长度/头型/材质缺失，无法稳定区分自攻螺丝SKU
遮阳伞	类型：大遮阳伞；规格：2.2m		行政后勤/生活用品	把	大遮阳伞2.2m	C	材质/底座是否包含缺失，会影响遮阳伞SKU区分
尖嘴钳	品牌：世达；类型：尖嘴钳；规格：6寸		工具/手动工具	把	世达尖嘴钳6寸	B	型号缺失，按品牌/类型/尺寸先建候选
钻尾螺丝	规格：M5.5*80；包装：大盒		紧固件/钻尾螺丝	盒	钻尾螺丝M5.5*80大盒	C	每盒数量/材质缺失，会影响按盒采购的钻尾螺丝SKU区分
垃圾袋	尺寸：1m*1.2m		行政后勤/清洁用品	条	垃圾袋1m*1.2m	C	厚度/每包数量缺失，会影响垃圾袋SKU区分
钻头	直径：Φ14；长度：150		工具/钻头	支	钻头Φ14*150	C	长度单位未明；柄型/材质缺失，会影响钻头SKU区分
编织袋	尺寸：0.8m*1.2m		包装材料/编织袋	条	编织袋0.8m*1.2m	C	承重/材质缺失，会影响编织袋SKU区分
内六角螺丝套件	强度等级：8.8；头型：内六角；规格：M10*50；套件组成：螺母		紧固件/螺丝套件	套	8.8级内六角螺丝M10*50带螺母	C	材质/平垫和弹垫是否包含缺失，会影响螺丝套件SKU区分
供水增压泵	用途：供水增压		设备/泵	台	供水增压泵	C	流量/扬程/功率缺失，无法稳定区分增压泵SKU
水泵自动控制开关	用途：水泵自动控制		电气/泵控制	台	水泵自动控制开关	C	电压/电流/控制方式缺失，无法稳定区分控制开关SKU
