item_code	source_item_codes	merged_count	item_name	sku_name	required_specs	item_group	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	original_item_name	original_sku_name	original_required_specs	original_unit	updated_at
SAFE-000052	SAFE-000052	1	鞋垫	鞋垫 均码	材质：棉；规格/尺码：均码	劳保防护/足部防护	劳保防护	足部防护	足部防护	双	13.75	CNY	按双估价，棉质均码鞋垫；按物料族“足部防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.7500；金额按四舍五入保留两位小数。	无需补齐	鞋垫			鞋垫	鞋垫 均码	材质：棉；规格/尺码：均码	双	2026-07-08
SAFE-000053	SAFE-000053	1	蝶阀	蝶阀 DN150 加长	公称直径：DN150；特征：加长；材质：球墨铸铁；压力：1.6MPa；连接方式：对夹	安全消防/消防管件	安全消防	消防管件	消防管件	个	326.25	CNY	按个估价；按物料族“消防管件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.1750；金额按四舍五入保留两位小数。	补齐材质、压力、连接方式	150消防加长蝶阀；消防蝶阀			蝶阀	蝶阀 DN150 加长	公称直径：DN150；特征：加长	个	2026-07-08
SAFE-000054	SAFE-000054	1	焊工手套	焊工手套 加长 40cm 牛皮	材质：牛皮；长度：40cm；类型：电焊	劳保防护/手套	劳保防护	手套	手套	双	38.57	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐类型；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加长焊工手套			焊工手套	焊工手套 加长	材质：牛皮；长度：40cm	双	2026-07-08
SAFE-000055	SAFE-000055	1	手套	手套 全胶	材质：橡胶；类型：全胶；长度：35cm	劳保防护/手套	劳保防护	手套	手套	双	10.29	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐类型、长度；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	全胶手套			手套	手套 全胶	材质：胶；类型：全胶	双	2026-07-08
SAFE-000057	SAFE-000057	1	雨衣	雨衣 一次性加厚	类型：一次性；特征：加厚	劳保防护/雨具	劳保防护	雨具	雨具	套	14.67	CNY	按套估价，一次性加厚雨衣；按物料族“雨具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.8333；金额按四舍五入保留两位小数。	无需补齐	一次性加厚雨衣；一次性雨衣；加厚一次性雨衣			雨衣	雨衣 一次性加厚	类型：一次性；特征：加厚	套	2026-07-08
SAFE-000058	SAFE-000058	1	雨衣	雨衣 加厚套装	套装：是；特征：加厚	劳保防护/雨具	劳保防护	雨具	雨具	套	55.00	CNY	按套估价，加厚雨衣套装；按物料族“雨具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.8333；金额按四舍五入保留两位小数。	无需补齐	加厚雨衣套装；雨衣套装			雨衣	雨衣 加厚套装	套装：是；特征：加厚	套	2026-07-08
SAFE-000059	SAFE-000059	1	焊工手套	焊工手套 双层加厚 牛皮	材质：牛皮；特征：双层加厚；长度：35cm	劳保防护/手套	劳保防护	手套	手套	双	45.00	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐长度；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	双层电焊手套厚；电焊手套			焊工手套	焊工手套 双层加厚	材质：牛皮；特征：双层加厚	双	2026-07-08
SAFE-000061	SAFE-000061	1	减速带	减速带 60cm*55cm 大二线	尺寸：60cm*55cm；款式：大二线；材质：橡胶	安全消防/安全警示	安全消防	安全警示	安全警示	根	86.33	CNY	按根估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	无需补齐	60cm*55减速带大二线；减速带			减速带	减速带 60cm*55cm 大二线	尺寸：60cm*55cm；款式：大二线；材质：橡胶	根	2026-07-08
SAFE-000062	SAFE-000062	1	手套	手套 胶	材质：胶；类型：普通；长度：35cm	劳保防护/手套	劳保防护	手套	手套	双	3.86	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐类型、长度；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	胶手套			手套	手套 胶	材质：胶	双	2026-07-08
SAFE-000063	SAFE-000063	1	防滑橡胶垫	防滑橡胶垫 5mm	厚度：5mm；材质：橡胶；宽度：1m	安全消防/地面防护	安全消防	地面防护	地面防护	平方米	55.00	CNY	按平方米估价，宽度按1m计；按物料族“地面防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.8333；金额按四舍五入保留两位小数。	补齐宽度为1m常见规格；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	防滑胶垫；防滑橡胶垫			防滑橡胶垫	防滑橡胶垫 5mm	材质：橡胶；厚度：5mm	平方	2026-07-08
SAFE-000064	SAFE-000064	1	安全网	安全网 1.8m×6m 密目	尺寸：1.8m×6m；类型：密目安全网；材质：聚乙烯	安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张	45.00	CNY	按张估价；按物料族“安全网/防护网”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5000；金额按四舍五入保留两位小数。	补齐尺寸为常见1.8m×6m，类型为密目	安全网			安全网	安全网	规格：通用	张	2026-07-08
SAFE-000065	SAFE-000065	1	反光警示带	反光警示带 10cm×50m 黄黑	宽度：10cm；长度：50m；颜色：黄黑；材质：PVC反光膜	安全消防/安全警示	安全消防	安全警示	安全警示	卷	37.00	CNY	按卷估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	补齐材质	10cm反光警示带黄黑；反光警示带			反光警示带	反光警示带 10cm×50m 黄黑	宽度:10cm; 长度:50m; 颜色:黄黑	卷	2026-07-08
SAFE-000068	SAFE-000068	1	防护眼镜	防护眼镜 白色平光	颜色：白色；镜片类型：平光	劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副	4.17	CNY	按副估价，白色平光防护眼镜；按物料族“眼面防护”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8334；金额按四舍五入保留两位小数。	无需补齐	白色平光眼镜；平光防护眼镜			防护眼镜	防护眼镜 白色平光	颜色：白色；镜片类型：平光	副	2026-07-08
SAFE-000071	SAFE-000071	1	太阳能爆闪灯	太阳能爆闪灯 红蓝	供电方式：太阳能；光源：LED；颜色：红蓝；安装方式：支架式	安全消防/安全警示	安全消防	安全警示	安全警示	个	197.34	CNY	按个估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	补齐供电、光源等参数	太阳能爆闪灯			太阳能爆闪灯	太阳能爆闪灯 红蓝	颜色：红蓝；安装方式：支架	个	2026-07-08
SAFE-000072	SAFE-000072	1	电箱围栏	电箱围栏 二级电箱	用途：二级电箱；材质：钢制；尺寸：1200×800mm	安全消防/围挡护栏	安全消防	围挡护栏	围挡护栏	套	224.00	CNY	按套估价；按物料族“围挡护栏”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.1200；金额按四舍五入保留两位小数。	补齐材质和常见尺寸；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	定做二级电箱围栏；电箱围栏			电箱围栏	电箱围栏 二级电箱	用途：二级电箱	套	2026-07-08
SAFE-000074	SAFE-000074	1	防坠器	防坠器 300kg 30米 双锁	承重：300kg；长度：30米；锁具：双锁；材质：钢	劳保防护/安全带/安全绳	劳保防护	安全带/安全绳	安全带/安全绳	个	325.39	CNY	按1个估价；按物料族“安全带/安全绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.5006；金额按四舍五入保留两位小数。	补齐材质；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	300KG30米防坠器双锁；防坠器			防坠器	防坠器 300kg 30米 双锁	承重：300kg；长度：30米；锁具：双锁	个	2026-07-08
SAFE-000075	SAFE-000075	1	灭火器	灭火器 2KG 干粉	容量：2kg；灭火剂类型：干粉；压力：1.2MPa	安全消防/消防器材	安全消防	消防器材	消防器材	个	48.75	CNY	按个估价；按物料族“消防器材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.6250；金额按四舍五入保留两位小数。	补齐压力参数；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	灭火器2KG；灭火器；2KG灭火器			灭火器	灭火器 2KG 干粉	容量：2kg；灭火剂类型：干粉	个	2026-07-08
SAFE-000076	SAFE-000076	1	灭火器箱	灭火器箱 2具装	容量：2具；材质：钢；尺寸：450×240×700mm	安全消防/消防器材	安全消防	消防器材	消防器材	个	130.00	CNY	按个估价；按物料族“消防器材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.6250；金额按四舍五入保留两位小数。	补齐常见尺寸；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	灭火器箱子；灭火器箱			灭火器箱	灭火器箱 2具装	容量：2具；材质：钢	个	2026-07-08
SAFE-000077	SAFE-000077	1	雨鞋	雨鞋 加厚	筒高：高筒；尺码：42；材质：PVC；特征：加厚	劳保防护/足部防护	劳保防护	足部防护	足部防护	双	123.75	CNY	按双估价，PVC加厚高筒雨鞋；按物料族“足部防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.7500；金额按四舍五入保留两位小数。	无需补齐	回力加厚雨鞋；雨鞋	回力		雨鞋	雨鞋 加厚	筒高：高筒；尺码：42；材质：PVC；特征：加厚	双	2026-07-08
SAFE-000079	SAFE-000079	1	立式灭火标志	立式灭火标志 400x600mm	材质：铝合金；尺寸：400x600mm；类型：立式	安全消防/安全警示	安全消防	安全警示	安全警示	套	123.34	CNY	按套估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	无需补齐	立式灭火标志			立式灭火标志	立式灭火标志 400x600mm	材质：铝合金；尺寸：400x600mm	套	2026-07-08
SAFE-000080	SAFE-000080	1	五点式安全带	五点式安全带 带缓冲	类型：五点式；缓冲：是；承重：100kg	劳保防护/安全带/安全绳	劳保防护	安全带/安全绳	安全带/安全绳	条	100.12	CNY	按1条估价；按物料族“安全带/安全绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.5006；金额按四舍五入保留两位小数。	补齐承重；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	五点式缓冲安全带；五点式安全带			五点式安全带	五点式安全带 带缓冲	缓冲：是	条	2026-07-08
SAFE-000081	SAFE-000081	1	救生衣	救生衣 成人浮力≥100N	浮力等级：≥100N；尺码：成人	劳保防护/身体防护	劳保防护	身体防护	身体防护	件	73.34	CNY	按件估价，成人救生衣；按物料族“身体防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.9167；金额按四舍五入保留两位小数。	无需补齐	救生衣			救生衣	救生衣 成人浮力≥100N	浮力等级：≥100N；尺码：成人	件	2026-07-08
SAFE-000082	SAFE-000082	1	焊接面罩	焊接面罩 手持式	类型：手持式；材质：PP；遮光片：标配	劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	个	12.50	CNY	按1个估价；按物料族“眼面防护”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8334；金额按四舍五入保留两位小数。	补齐材质、遮光片；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	焊接面罩			焊接面罩	焊接面罩 手持式	类型：手持式	个	2026-07-08
SAFE-000086	SAFE-000086	1	消防水带	消防水带 DN65	口径：DN65；压力：1.6MPa；接口：内扣式；材质：橡胶；长度：按米计	安全消防/消防管件	安全消防	消防管件	消防管件	米	21.75	CNY	按米估价；按物料族“消防管件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.1750；金额按四舍五入保留两位小数。	补齐压力、材质	65消防水管；消防水带/水管；消防水带			消防水带	消防水带 65	规格/口径：65；压力等级：1.6MPa；接口：内扣式	米	2026-07-08
SAFE-000087	SAFE-000087	1	消防水带	消防水带 DN80	口径：DN80；压力：1.6MPa；接口：内扣式；材质：橡胶；长度：按米计	安全消防/消防管件	安全消防	消防管件	消防管件	米	28.28	CNY	按米估价；按物料族“消防管件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.1750；金额按四舍五入保留两位小数。	补齐压力、材质	80消防水带；消防水带			消防水带	消防水带 80	规格/口径：80；压力等级：1.6MPa；接口：内扣式	米	2026-07-08
SAFE-000088	SAFE-000088	1	安全网	安全网 1.8米×6米 密目	尺寸：1.8米×6米；类型：密目安全网；材质：PE	安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张	52.50	CNY	按张估价；按物料族“安全网/防护网”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5000；金额按四舍五入保留两位小数。	补齐类型和材质	1.8米*6米安全网；安全网			安全网	安全网 1.8米×6米	尺寸：1.8米×6米	张	2026-07-08
SAFE-000089	SAFE-000089	1	防护服	防护服 连体加厚	款式：连体；特征：加厚	劳保防护/身体防护	劳保防护	身体防护	身体防护	套	55.00	CNY	按套估价，连体加厚防护服；按物料族“身体防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.9167；金额按四舍五入保留两位小数。	无需补齐	加厚连体裤；连体工作服；防护服			防护服	防护服 连体加厚	款式：连体；特征：加厚	套	2026-07-08
SAFE-000090	SAFE-000090	1	阀门	阀门 DN150 沟槽	公称直径：DN150；材质：球墨铸铁；连接方式：沟槽；压力等级：1.6MPa	安全消防/消防管件	安全消防	消防管件	消防管件	个	391.50	CNY	按个估价；按物料族“消防管件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.1750；金额按四舍五入保留两位小数。	无需补齐	沟槽阀150卡式消防阀；沟槽消防阀；消防阀门			阀门	阀门 DN150	材质：球墨铸铁；连接方式：沟槽；公称直径：DN150；压力等级：1.6MPa	个	2026-07-08
